trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1703,False,"{'a': 0.3, 'e': 0.3691724350946926}",20,7,-22.76644601871131,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
1704,False,"{'a': 0.3, 'e': 0.36818109553539696}",30,18,1.7028801742292003,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1705,False,"{'a': 0.3, 'e': 0.36718988779499506}",25,15,18.50603738995399,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.3, 'e': 0.366198812864694}",20,0,18.0840115429288,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1707,False,"{'a': 0.3, 'e': 0.3652078717355692}",20,5,19.808330433206795,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.3, 'e': 0.3642170653985612}",25,11,15.260817607799641,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1709,False,"{'a': 0.3, 'e': 0.3632263948444767}",20,6,-59.15029155291995,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
1710,False,"{'a': 0.3, 'e': 0.36223586106398575}",30,17,-42.63323839755236,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
1711,False,"{'a': 0.3, 'e': 0.36124546504762245}",20,6,3.8534908231839684,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1712,False,"{'a': 0.3, 'e': 0.36025520778578235}",30,21,-3.3948905792712765,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1713,False,"{'a': 0.3, 'e': 0.359265090268723}",20,11,15.310327235816583,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.3, 'e': 0.3582751134865615}",35,20,-19.390356449473124,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
1715,False,"{'a': 0.3, 'e': 0.3572852784292748}",20,0,-10.756981110533292,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
1716,False,"{'a': 0.3, 'e': 0.35629558608669765}",25,10,25.78820773377613,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.3, 'e': 0.3553060374485226}",25,3,35.77056696505478,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1718,False,"{'a': 0.3, 'e': 0.35431663350429793}",20,0,17.25416810633283,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1719,False,"{'a': 0.3, 'e': 0.3533273752434278}",20,7,13.300962309961756,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1720,False,"{'a': 0.3, 'e': 0.35233826365516996}",20,15,-13.547969988035478,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1721,False,"{'a': 0.3, 'e': 0.3513492997286364}",25,12,-43.275412861150954,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1722,False,"{'a': 0.3, 'e': 0.35036048445279044}",20,0,11.860463630358527,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1723,False,"{'a': 0.3, 'e': 0.34937181881644785}",20,0,-86.61719076259895,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1724,False,"{'a': 0.3, 'e': 0.34838330380827365}",25,7,-76.12613627866826,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 1}",1
1725,False,"{'a': 0.3, 'e': 0.3473949404167832}",25,17,11.177341688255051,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.3, 'e': 0.34640672963033936}",20,12,4.879375214700842,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1727,False,"{'a': 0.3, 'e': 0.3454186724371534}",25,2,-26.577214841983384,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
1728,False,"{'a': 0.3, 'e': 0.34443076982528187}",20,12,-4.873159067083055,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1729,False,"{'a': 0.3, 'e': 0.3434430227826277}",20,10,-3.805711582888988,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1730,False,"{'a': 0.3, 'e': 0.34245543229693765}",20,0,-1.5581639059265218,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1731,False,"{'a': 0.3, 'e': 0.34146799935580224}",25,19,-29.582512994980704,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1732,False,"{'a': 0.3, 'e': 0.3404807249466541}",25,0,-117.73000281509343,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
1733,False,"{'a': 0.3, 'e': 0.3394936100567679}",25,0,-23.894096404359356,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1734,False,"{'a': 0.3, 'e': 0.3385066556732581}",25,12,-20.30430121910691,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
1735,False,"{'a': 0.3, 'e': 0.3375198627830794}",25,15,5.777081379014004,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1736,False,"{'a': 0.3, 'e': 0.3365332323730241}",20,16,7.887626248297552,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1737,False,"{'a': 0.3, 'e': 0.33554676542972306}",20,14,2.453186316416481,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.3, 'e': 0.3345604629396427}",20,13,-8.51719607058304,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1739,False,"{'a': 0.3, 'e': 0.33357432588908575}",20,12,4.038053091317652,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1740,False,"{'a': 0.3, 'e': 0.33258835526418884}",20,16,7.122406181906847,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.3, 'e': 0.331602552050923}",35,19,30.305893259757145,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.3, 'e': 0.3306169172350908}",25,18,-35.934387898118814,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
1743,False,"{'a': 0.3, 'e': 0.3296314518023275}",25,2,21.14822316720012,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1744,False,"{'a': 0.3, 'e': 0.32864615673809794}",25,12,-15.860856943137518,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
1745,False,"{'a': 0.3, 'e': 0.32766103302769767}",20,8,10.023347542210951,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1746,False,"{'a': 0.3, 'e': 0.3266760816562497}",25,17,-14.437934153093373,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1747,False,"{'a': 0.3, 'e': 0.32569130360870585}",20,12,14.261394007996376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.3, 'e': 0.3247066998698437}",20,10,-47.89737490739676,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
1749,False,"{'a': 0.3, 'e': 0.32372227142426724}",25,8,24.06194873637679,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.3, 'e': 0.3227380192564045}",20,12,5.283631522045404,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1751,False,"{'a': 0.3, 'e': 0.3217539443505079}",25,18,-8.4802494946445,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1752,False,"{'a': 0.3, 'e': 0.32077004769065187}",20,0,-86.4260723946606,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",1
1753,False,"{'a': 0.3, 'e': 0.3197863302607335}",25,12,8.137868648792953,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1754,False,"{'a': 0.3, 'e': 0.31880279304446957}",30,16,-6.048308476726364,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1755,False,"{'a': 0.3, 'e': 0.3178194370253978}",30,5,26.70009969906159,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.3, 'e': 0.3168362631868735}",25,17,15.53694386966375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.3, 'e': 0.315853272512071}",20,13,2.2854642270129912,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1758,False,"{'a': 0.3, 'e': 0.3148704659839805}",20,5,-1.9406278080628683,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1759,False,"{'a': 0.3, 'e': 0.3138878445854087}",20,9,17.811970651859383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.3, 'e': 0.31290540929897664}",30,15,-80.46773485255478,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
1761,False,"{'a': 0.3, 'e': 0.31192316110711993}",20,13,12.56943793007594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.3, 'e': 0.31094110099208616}",35,23,0.8821385026183175,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1763,False,"{'a': 0.3, 'e': 0.3099592299359359}",20,11,-5.646376829889292,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1764,False,"{'a': 0.3, 'e': 0.30897754892053964}",25,16,15.12678865192627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.3, 'e': 0.30799605892757875}",20,13,14.73494143869621,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.3, 'e': 0.30701476093854274}",20,0,-11.758267036146952,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1767,False,"{'a': 0.3, 'e': 0.30603365593472986}",20,9,8.507135394466147,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1768,False,"{'a': 0.3, 'e': 0.30505274489724477}",30,14,24.985006528005705,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1769,False,"{'a': 0.3, 'e': 0.3040720288069987}",30,0,2.1722462767766584,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",1
1770,False,"{'a': 0.3, 'e': 0.30309150864470724}",20,11,6.670089749251439,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1771,False,"{'a': 0.3, 'e': 0.302111185390891}",25,7,-5.825973574124927,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1772,False,"{'a': 0.3, 'e': 0.30113106002587264}",20,0,-39.370393696126385,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
1773,False,"{'a': 0.3, 'e': 0.30015113352977785}",25,11,7.848137587635473,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1774,False,"{'a': 0.3, 'e': 0.29917140688253274}",30,18,20.553696014233125,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.3, 'e': 0.2981918810638642}",25,10,26.045669597659632,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1776,False,"{'a': 0.3, 'e': 0.2972125570532975}",30,12,27.350428597932474,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.3, 'e': 0.29623343583015715}",20,12,17.594310440779935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.3, 'e': 0.29525451837356376}",20,10,16.61240467991706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.3, 'e': 0.29427580566243516}",30,14,14.907068975055648,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1780,False,"{'a': 0.3, 'e': 0.2932972986754835}",30,16,23.044173413456125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.3, 'e': 0.2923189983912162}",20,0,9.940372868442084,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1782,False,"{'a': 0.3, 'e': 0.2913409057879329}",20,11,12.657940800064146,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.3, 'e': 0.29036302184372675}",20,11,9.151966902475142,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.3, 'e': 0.28938534753648104}",25,6,12.95658993584748,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1785,False,"{'a': 0.3, 'e': 0.2884078838438704}",20,0,-55.70731771762441,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
1786,False,"{'a': 0.3, 'e': 0.28743063174335814}",20,12,4.054688451720821,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1787,False,"{'a': 0.3, 'e': 0.2864535922121966}",20,5,19.601471736550927,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.3, 'e': 0.2854767662274248}",25,15,11.578660476641343,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.3, 'e': 0.28450015476586915}",20,15,1.6897524230949235,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.3, 'e': 0.2835237588041406}",25,11,23.639316508144887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.3, 'e': 0.2825475793186354}",20,7,12.65563448892323,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.3, 'e': 0.2815716172855325}",20,0,7.04833748135756,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1793,False,"{'a': 0.3, 'e': 0.2805958736807943}",25,7,3.6905015520221993,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1794,False,"{'a': 0.3, 'e': 0.27962034948016423}",20,6,21.560070863871722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.3, 'e': 0.27864504565916604}",20,4,-48.01613791709844,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
1796,False,"{'a': 0.3, 'e': 0.277669963193104}",35,24,-4.636515147304547,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1797,False,"{'a': 0.3, 'e': 0.27669510305706}",25,10,-57.6336178891268,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
1798,False,"{'a': 0.3, 'e': 0.2757204662258945}",25,18,4.877531731225227,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1799,False,"{'a': 0.3, 'e': 0.274746053674244}",25,0,7.8052167432192,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1800,False,"{'a': 0.3, 'e': 0.2737718663765212}",25,14,-39.51819892742758,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1801,False,"{'a': 0.3, 'e': 0.2727979053069129}",30,0,-15.111068999293382,"{0: 26, 1: 3, 2: 0, 3: 0, 4: 1}",0
1802,False,"{'a': 0.3, 'e': 0.27182417143938065}",20,10,-3.593835757542432,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1803,False,"{'a': 0.3, 'e': 0.2708506657476577}",20,6,7.697634961236535,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1804,False,"{'a': 0.3, 'e': 0.26987738920525006}",20,13,16.803980953085247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.3, 'e': 0.26890434278543396}",25,1,-12.962714076541818,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
1806,False,"{'a': 0.3, 'e': 0.2679315274612559}",25,15,17.229305657283604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1807,False,"{'a': 0.3, 'e': 0.2669589442055309}",25,9,5.703751810618051,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1808,False,"{'a': 0.3, 'e': 0.26598659399084246}",20,12,15.227680711695452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.3, 'e': 0.26501447778954035}",25,18,14.431452743304494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.3, 'e': 0.2640425965737411}",25,9,28.463357450122757,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.3, 'e': 0.2630709513153253}",20,0,-21.224788544960727,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
1812,False,"{'a': 0.3, 'e': 0.26209954298593874}",35,13,8.410022602334518,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1813,False,"{'a': 0.3, 'e': 0.2611283725569891}",25,16,0.8437822796198209,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1814,False,"{'a': 0.3, 'e': 0.2601574409996472}",20,0,-8.64648565787025,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1815,False,"{'a': 0.3, 'e': 0.2591867492848442}",30,1,31.599703215407626,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.3, 'e': 0.258216298383272}",30,20,1.6723783659531213,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.3, 'e': 0.25724608926538106}",30,17,14.087597216894869,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1818,False,"{'a': 0.3, 'e': 0.2562761229013808}",20,5,23.574113392761667,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.3, 'e': 0.2553064002612372}",30,18,11.18392793591066,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1820,False,"{'a': 0.3, 'e': 0.2543369223146731}",20,13,12.560082882291077,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.3, 'e': 0.253367690031166}",35,17,8.29804137089139,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1822,False,"{'a': 0.3, 'e': 0.2523987043799485}",30,21,17.57032178523136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.3, 'e': 0.2514299663300058}",20,13,13.948917460391222,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.3, 'e': 0.2504614768500763}",25,0,-28.140151191349045,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
1825,False,"{'a': 0.3, 'e': 0.24949323690864894}",25,3,-7.663099945204646,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
1826,False,"{'a': 0.3, 'e': 0.24852524747396398}",25,20,9.03874577118161,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.3, 'e': 0.2475575095140104}",25,8,16.09306107904707,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1828,False,"{'a': 0.3, 'e': 0.24659002399652646}",25,12,10.10714845995372,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.3, 'e': 0.24562279188899722}",20,12,-4.315969639786342,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1830,False,"{'a': 0.3, 'e': 0.24465581415865506}",30,10,-38.46869554658448,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
1831,False,"{'a': 0.3, 'e': 0.24368909177247727}",25,12,25.80745092577387,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.3, 'e': 0.2427226256971866}",20,8,-16.684007749721815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1833,False,"{'a': 0.3, 'e': 0.24175641689924854}",25,5,12.767946242187016,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1834,False,"{'a': 0.3, 'e': 0.24079046634487228}",35,23,-30.10254744053412,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1835,False,"{'a': 0.3, 'e': 0.23982477500000787}",30,13,4.987639185596897,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1836,False,"{'a': 0.3, 'e': 0.23885934383034696}",30,21,-58.723156873944035,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
1837,False,"{'a': 0.3, 'e': 0.23789417380132027}",20,12,-9.411180959061307,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1838,False,"{'a': 0.3, 'e': 0.23692926587809815}",20,0,-1.1677260219637118,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1839,False,"{'a': 0.3, 'e': 0.23596462102558802}",25,17,15.052218539689097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1840,False,"{'a': 0.3, 'e': 0.23500024020843507}",35,15,18.209881327136003,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.3, 'e': 0.23403612439101962}",20,13,12.539425404831157,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.3, 'e': 0.23307227453745782}",20,9,19.443183163243674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.3, 'e': 0.23210869161159903}",20,15,10.26664765504647,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.3, 'e': 0.23114537657702655}",30,19,6.664543901056861,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1845,False,"{'a': 0.3, 'e': 0.23018233039705482}",30,6,0.2687103110660578,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
1846,False,"{'a': 0.3, 'e': 0.22921955403473043}",25,20,9.070104051136138,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.3, 'e': 0.22825704845282924}",25,6,8.217398075654033,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1848,False,"{'a': 0.3, 'e': 0.2272948146138572}",20,16,9.785346602031058,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.3, 'e': 0.22633285348004756}",25,14,6.056602171144623,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1850,False,"{'a': 0.3, 'e': 0.22537116601336188}",25,16,2.5218024910845758,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1851,False,"{'a': 0.3, 'e': 0.22440975317548706}",25,3,19.747728938417968,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1852,False,"{'a': 0.3, 'e': 0.22344861592783632}",30,2,31.532459798386725,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
1853,False,"{'a': 0.3, 'e': 0.2224877552315464}",25,11,11.209040845378013,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1854,False,"{'a': 0.3, 'e': 0.2215271720474783}",30,18,13.384964783412498,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1855,False,"{'a': 0.3, 'e': 0.22056686733621478}",25,16,2.8547548541508587,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1856,False,"{'a': 0.3, 'e': 0.21960684205806086}",20,6,28.158996322336343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.3, 'e': 0.21864709717304126}",20,16,6.808675216573038,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.3, 'e': 0.21768763364090127}",20,14,9.959343320378778,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.3, 'e': 0.2167284524211039}",25,15,7.6266421044481625,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1860,False,"{'a': 0.3, 'e': 0.2157695544728307}",25,13,0.2335210932090881,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1861,False,"{'a': 0.3, 'e': 0.21481094075497914}",25,13,6.7420375463128615,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1862,False,"{'a': 0.3, 'e': 0.2138526122261633}",20,6,-11.4611613395788,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1863,False,"{'a': 0.3, 'e': 0.21289456984471117}",25,14,21.723881866458072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.3, 'e': 0.21193681456866542}",20,13,-0.24569917697429844,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1865,False,"{'a': 0.3, 'e': 0.21097934735578094}",25,15,20.41166067615864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.3, 'e': 0.21002216916352523}",25,14,18.72368109270451,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.3, 'e': 0.20906528094907595}",25,0,-4.76049514447823,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1868,False,"{'a': 0.3, 'e': 0.20810868366932173}",30,6,-47.825390919803084,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
1869,False,"{'a': 0.3, 'e': 0.20715237828085925}",20,15,-1.6161089988810478,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1870,False,"{'a': 0.3, 'e': 0.20619636573999434}",25,14,17.84285516583698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.3, 'e': 0.20524064700273897}",25,9,-31.57126308905122,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
1872,False,"{'a': 0.3, 'e': 0.20428522302481228}",25,15,17.132203135349833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.3, 'e': 0.20333009476163771}",20,8,12.24848685501098,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1874,False,"{'a': 0.3, 'e': 0.2023752631683438}",20,12,3.301755704382183,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1875,False,"{'a': 0.3, 'e': 0.20142072919976178}",20,5,16.184930381587545,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.3, 'e': 0.20046649381042586}",35,15,-10.45233884364891,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
1877,False,"{'a': 0.3, 'e': 0.19951255795457096}",25,15,15.124627006706792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.3, 'e': 0.19855892258613328}",25,11,7.852867739310718,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1879,False,"{'a': 0.3, 'e': 0.19760558865874772}",25,15,5.368059738463545,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1880,False,"{'a': 0.3, 'e': 0.19665255712574847}",25,10,5.8769624686371,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1881,False,"{'a': 0.3, 'e': 0.19569982894016658}",25,10,28.80033953826988,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.3, 'e': 0.19474740505473065}",25,17,-28.55156552193505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1883,False,"{'a': 0.3, 'e': 0.193795286421864}",20,10,20.720129217785235,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.3, 'e': 0.19284347399368562}",25,13,-8.93006052586992,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
